,uuid,census_id,count
846,e2c56db5-dffb-48d2-b060-d0f5a71096e0,130,3
814,d954b22d-0031-4b02-b91d-f86c1fbd8d22,141,3
151,2686f39c-bada-4658-854a-a62e7e5e8b8d,144,3
502,74278bda-b644-4520-8f0c-720eaf059935,797,3
530,7aa9f224-d71e-4758-8f60-aa013261b9ac,55,3
533,7aa9f224-d71e-4758-8f60-aa013261b9ac,131,3
840,e2c56db5-dffb-48d2-b060-d0f5a71096e0,75,3
162,2686f39c-bada-4658-854a-a62e7e5e8b8d,760,3
831,e23af6ec-8e03-f0f1-3025-883100020384,13,3
132,2686f39c-bada-4658-854a-a62e7e5e8b8d,73,3
163,2686f39c-bada-4658-854a-a62e7e5e8b8d,767,3
492,74278bda-b644-4520-8f0c-720eaf059935,747,3
598,8a21c76b-74e3-4341-92be-33fcfdefdd63,775,3
122,2686f39c-bada-4658-854a-a62e7e5e8b8d,28,3
33,06649f1a-51ec-40c2-bae0-d1c063eae3bb,34,3
121,2686f39c-bada-4658-854a-a62e7e5e8b8d,25,3
488,74278bda-b644-4520-8f0c-720eaf059935,146,3
612,8a21c76b-74e3-4341-92be-33fcfdefdd63,979,3
119,2686f39c-bada-4658-854a-a62e7e5e8b8d,22,3
833,e2c56db5-dffb-48d2-b060-d0f5a71096e0,32,3
751,c7804a54-10e5-4f29-9402-7465d89abeed,147,3
578,8a21c76b-74e3-4341-92be-33fcfdefdd63,124,3
648,aa0c1a63-153f-4256-bc10-398508e2b590,767,3
207,2a955cfd-667b-4ac8-9141-73b9c168da7e,102,3
222,2b63f6bd-8cd8-4d16-948b-9bbdb89fb2ac,122,3
891,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,969,3
921,fdb3b09b-12e2-4442-be37-35a00a1d9a06,61,3
220,2a955cfd-667b-4ac8-9141-73b9c168da7e,752,3
215,2a955cfd-667b-4ac8-9141-73b9c168da7e,127,3
890,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,892,3
206,2a955cfd-667b-4ac8-9141-73b9c168da7e,80,3
225,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,28,3
302,50765cb7-d9ea-4e21-99a4-fa879613a492,75,3
390,5993a94c-7d97-4df7-9abf-e493bfd5d000,1207,3
686,b2e5fc49-d460-42b9-893c-27dbaff94306,124,3
396,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,61,3
399,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,131,3
685,b2e5fc49-d460-42b9-893c-27dbaff94306,109,3
737,c4abe711-56a5-fa70-a23f-616263646566,23,3
894,f7826da6-4fa2-4e98-8024-bc5b71e0893e,122,3
884,f34ebac4-7cd7-4027-878e-55f4e71d0309,29,3
711,b2e5fc49-d460-42b9-893c-27dbaff9430c,109,3
328,50765cb7-d9ea-4e21-99a4-fa879613a492,149,3
4,00009999-0000-1000-8000-00177a000002,78,3
772,d77657c4-52a7-426f-b9d0-d71e10798c8a,66,3
913,fda50693-a4e2-4fb1-3344-ff767760cac6,767,3
324,50765cb7-d9ea-4e21-99a4-fa879613a492,145,3
235,2f98233b-c528-4156-b9f6-bb8f01d2b557,767,3
321,50765cb7-d9ea-4e21-99a4-fa879613a492,135,3
261,434b2eb8-c28f-4089-8e7a-1e644bb13b9f,969,3
915,fda50693-a4e2-4fb1-3344-ff767760cac6,847,3
254,4152554e-f99b-4a3b-86d0-947070693a78,120,3
260,434b2eb8-c28f-4089-8e7a-1e644bb13b9f,892,3
360,5626d6a4-dcb8-4e33-8fb7-c13c70153bb2,78,3
699,b2e5fc49-d460-42b9-893c-27dbaff94309,122,3
696,b2e5fc49-d460-42b9-893c-27dbaff94309,61,3
682,b2e5fc49-d460-42b9-893c-27dbaff94305,109,3
398,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,120,3
724,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,124,3
653,aa0c1a63-153f-4256-bc10-398508e2b590,847,3
447,71b2f817-2875-4835-a94e-f9b6c31a5a24,881,3
651,aa0c1a63-153f-4256-bc10-398508e2b590,800,3
272,494e5445-4c4c-495f-524f-434b535f4857,767,3
789,d77657c4-52a7-426f-b9d0-d71e10798c8a,150,3
71,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,51,3
437,6ca0c73c-f8ec-4687-9112-41dcb6f28879,767,3
409,6a1a7b3b-2b8c-6a4c-9a7c-0d1403107060,122,3
49,146c60f1-23c8-6b23-34f3-b3ded89b4de0,55,3
435,6ca0c73c-f8ec-4687-9112-41dcb6f28879,141,3
433,6ca0c73c-f8ec-4687-9112-41dcb6f28879,109,3
744,c4abe711-56a5-fa70-a23f-616263646566,147,3
664,b2e5fc49-d460-42b9-893c-27dbaff94301,101,3
268,494e5445-4c4c-495f-524f-434b535f4857,51,3
427,6ca0c73c-f8ec-4687-9112-41dcb6f28879,25,3
743,c4abe711-56a5-fa70-a23f-616263646566,131,3
200,2a28c8e5-b65f-44aa-9837-e02e5967b106,74,3
750,c7804a54-10e5-4f29-9402-7465d89abeed,120,3
784,d77657c4-52a7-426f-b9d0-d71e10798c8a,143,3
201,2a28c8e5-b65f-44aa-9837-e02e5967b106,78,3
277,4a84c409-89e1-497c-8251-2f2d778db8d6,61,3
425,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,969,3
298,50765cb7-d9ea-4e21-99a4-fa879613a492,60,3
72,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,55,3
274,494e5445-4c4c-495f-524f-434b535f4857,847,3
864,e2e1adec-2e34-4320-82ff-b162204cef07,958,3
674,b2e5fc49-d460-42b9-893c-27dbaff94304,23,3
765,d77657c4-52a7-426f-b9d0-d71e10798c8a,32,2
726,bb407f30-f5f8-466e-aff9-25556b57fe66,79,2
83,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,775,2
749,c7804a54-10e5-4f29-9402-7465d89abeed,13,2
754,d451a8ca-6bf8-7847-ffad-d5370ba20806,23,2
817,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,124,2
728,bb407f30-f5f8-466e-aff9-25556b57fe66,135,2
729,bb865c82-49f0-4df9-b8f5-75a406405cbb,124,2
62,1acbad6e-e1a5-4838-a62a-d35d00c35b01,13,2
819,e0cb235d-7ee8-4e87-83c4-31730517fa09,53,2
732,bfd12541-ce23-4201-a9f1-e97a24acac95,13,2
90,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,969,2
758,d77657c4-52a7-426f-b9d0-d71e10798c8a,12,2
87,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,874,2
590,8a21c76b-74e3-4341-92be-33fcfdefdd63,154,2
740,c4abe711-56a5-fa70-a23f-616263646566,61,2
79,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,146,2
88,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,938,2
733,bfd12541-ce23-4201-a9f1-e97a24acac95,130,2
70,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,34,2
600,8a21c76b-74e3-4341-92be-33fcfdefdd63,805,2
767,d77657c4-52a7-426f-b9d0-d71e10798c8a,51,2
75,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,109,2
681,b2e5fc49-d460-42b9-893c-27dbaff94305,107,2
678,b2e5fc49-d460-42b9-893c-27dbaff94304,107,2
676,b2e5fc49-d460-42b9-893c-27dbaff94304,61,2
627,9d410000-35d6-f4dd-ba60-e7bd8dc491c0,954,2
675,b2e5fc49-d460-42b9-893c-27dbaff94304,34,2
668,b2e5fc49-d460-42b9-893c-27dbaff94302,101,2
665,b2e5fc49-d460-42b9-893c-27dbaff94301,107,2
662,b2e5fc49-d460-42b9-893c-27dbaff94300,107,2
797,d77657c4-52a7-426f-b9d0-d71e10798c8a,805,2
657,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,1092,2
636,a05fd6bc-e856-e9e9-7e58-c9eb207d5213,55,2
652,aa0c1a63-153f-4256-bc10-398508e2b590,846,2
642,a8d278e4-35b5-44ef-9cac-0f3fc511fe3e,995,2
793,d77657c4-52a7-426f-b9d0-d71e10798c8a,752,2
649,aa0c1a63-153f-4256-bc10-398508e2b590,775,2
645,aa0c1a63-153f-4256-bc10-398508e2b590,19,2
620,961ee482-93b2-3d07-50fa-0334460917c2,146,2
687,b2e5fc49-d460-42b9-893c-27dbaff94307,101,2
43,0c722c7e-9a1c-f7b6-8337-579c29b39ed9,51,2
65,1b9f43be-9830-48a9-9d2f-5684fbe67624,32,2
720,ba679be4-7e1d-42b7-80f7-c97a162dab5b,61,2
57,18a54793-5c75-49ae-af6d-3edda84dffc3,131,2
602,8a21c76b-74e3-4341-92be-33fcfdefdd63,847,2
77,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,133,2
604,8a21c76b-74e3-4341-92be-33fcfdefdd63,871,2
606,8a21c76b-74e3-4341-92be-33fcfdefdd63,881,2
710,b2e5fc49-d460-42b9-893c-27dbaff9430c,61,2
705,b2e5fc49-d460-42b9-893c-27dbaff9430b,61,2
54,18a54793-5c75-49ae-af6d-3edda84dffc3,61,2
704,b2e5fc49-d460-42b9-893c-27dbaff9430a,109,2
703,b2e5fc49-d460-42b9-893c-27dbaff9430a,101,2
608,8a21c76b-74e3-4341-92be-33fcfdefdd63,954,2
646,aa0c1a63-153f-4256-bc10-398508e2b590,109,2
779,d77657c4-52a7-426f-b9d0-d71e10798c8a,122,2
614,8b03238e-cebc-465d-8fb8-90e41e0f51ba,855,2
42,0adb26f9-0f6f-52e3-c28e-e993430def6c,1143,2
51,1566d364-f9fb-47bf-9174-1f6f5c8734a2,120,2
515,74278bda-b644-4520-8f0c-720eaf059935,938,2
98,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a,122,2
453,74278bda-b644-4520-8f0c-720eaf059935,28,2
232,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,847,2
241,33f08f0f-cfa7-a254-0027-eb4bbf160a17,147,2
436,6ca0c73c-f8ec-4687-9112-41dcb6f28879,147,2
337,50765cb7-d9ea-4e21-99a4-fa879613a492,799,2
439,6ca0c73c-f8ec-4687-9112-41dcb6f28879,1981,2
247,3ddab011-957f-7d4a-34a6-74696673696d,969,2
443,71b2f817-2875-4835-a94e-f9b6c31a5a24,122,2
248,3ddab011-957f-7d4a-34a6-74696673696d,993,2
444,71b2f817-2875-4835-a94e-f9b6c31a5a24,133,2
865,e502ebe8-3b55-4bfe-9c97-657e061c3114,83,2
195,2a28c8e5-b65f-44aa-9837-e02e5967b102,78,2
862,e2e1adec-2e34-4320-82ff-b162204cef07,32,2
428,6ca0c73c-f8ec-4687-9112-41dcb6f28879,34,2
861,e2c56db5-dffb-48d2-b060-d0f5a71096e0,1200,2
249,3ddab011-957f-7d4a-34a6-74696673696d,996,2
190,26ed0941-449e-4fce-978c-a4cb645b9161,133,2
460,74278bda-b644-4520-8f0c-720eaf059935,60,2
187,2686f39c-bada-4658-854a-a62e7e5e8b8d,996,2
24,00009999-0000-1000-8000-00177a000002,769,2
910,fc9781c4-022b-4e04-9c65-cba35b2ccc49,120,2
362,56db0365-a001-4062-9e4d-499d3b8eccf3,28,2
464,74278bda-b644-4520-8f0c-720eaf059935,72,2
186,2686f39c-bada-4658-854a-a62e7e5e8b8d,995,2
25,00014422-d102-11e1-9b23-00025b00a5a5,131,2
821,e0d2870b-849d-1df0-fe9a-ac5f0002038c,13,2
426,6ca0c73c-f8ec-4687-9112-41dcb6f28879,23,2
470,74278bda-b644-4520-8f0c-720eaf059935,79,2
897,f7b5c2e9-949d-49f3-bb3b-08762506cec1,133,2
229,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,147,2
228,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,135,2
359,55aeed94-0050-4794-856a-c438e4e4b5f4,133,2
370,56db0365-a001-4062-9e4d-499d3b8eccf3,758,2
371,56db0365-a001-4062-9e4d-499d3b8eccf3,871,2
372,5993a94c-7d97-4df7-9abf-e493bfd5d000,19,2
373,5993a94c-7d97-4df7-9abf-e493bfd5d000,51,2
377,5993a94c-7d97-4df7-9abf-e493bfd5d000,69,2
358,55aeed94-0050-4794-856a-c438e4e4b5f4,122,2
223,2c0a365b-6f57-c283-0822-10675002094f,133,2
221,2a955cfd-667b-4ac8-9141-73b9c168da7e,769,2
394,5a215317-4ac6-e6bc-ba34-87c35b6e79d5,752,2
424,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,892,2
888,f34ebac4-7cd7-4027-878e-55f4e71d0309,133,2
230,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,767,2
13,00009999-0000-1000-8000-00177a000002,122,2
411,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,19,2
412,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,25,2
878,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,79,2
877,f000f0c0-0451-4000-b000-000000000000,23,2
199,2a28c8e5-b65f-44aa-9837-e02e5967b105,78,2
198,2a28c8e5-b65f-44aa-9837-e02e5967b105,74,2
197,2a28c8e5-b65f-44aa-9837-e02e5967b104,78,2
422,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,799,2
467,74278bda-b644-4520-8f0c-720eaf059935,76,2
463,74278bda-b644-4520-8f0c-720eaf059935,66,2
183,2686f39c-bada-4658-854a-a62e7e5e8b8d,969,2
517,74278bda-b644-4520-8f0c-720eaf059935,969,2
138,2686f39c-bada-4658-854a-a62e7e5e8b8d,99,2
521,74278bda-b644-4520-8f0c-720eaf059935,998,2
26,000170a0-79dc-4457-8175-c2a3de60b80b,32,2
262,43a2bc29-c111-4a76-8b6f-78aecb142e5a,141,2
529,7aa9f224-d71e-4758-8f60-aa013261b9ac,53,2
137,2686f39c-bada-4658-854a-a62e7e5e8b8d,87,2
532,7aa9f224-d71e-4758-8f60-aa013261b9ac,120,2
135,2686f39c-bada-4658-854a-a62e7e5e8b8d,78,2
264,458a7133-0000-4e37-a4a4-5d8492586977,131,2
544,8277a5f1-4166-45d1-9f97-905df2a427d5,53,2
546,8277a5f1-4166-45d1-9f97-905df2a427d5,979,2
292,50765cb7-d9ea-4e21-99a4-fa879613a492,31,2
558,8a21c76b-74e3-4341-92be-33fcfdefdd63,32,2
830,e23af6ec-8e03-f0f1-3025-883100000384,13,2
926,fe913213-b311-4a42-8c16-47faeac938db,23,2
828,e20a39f4-73f5-4bc4-1864-17d1ad07a962,143,2
827,e20a39f4-73f5-4bc4-1864-17d1ad07a962,124,2
286,504f4c45-5354-4152-0000-000000000000,150,2
273,494e5445-4c4c-495f-524f-434b535f4857,846,2
929,fe913213-b311-4a42-8c16-47faeac938db,145,2
822,e150ec1c-0d67-4793-be2b-f6c0360bae61,122,2
519,74278bda-b644-4520-8f0c-720eaf059935,979,2
14,00009999-0000-1000-8000-00177a000002,124,2
159,2686f39c-bada-4658-854a-a62e7e5e8b8d,750,2
853,e2c56db5-dffb-48d2-b060-d0f5a71096e0,150,2
500,74278bda-b644-4520-8f0c-720eaf059935,775,2
309,50765cb7-d9ea-4e21-99a4-fa879613a492,107,2
172,2686f39c-bada-4658-854a-a62e7e5e8b8d,846,2
256,4165726f-6869-7665-4e65-74776f726b73,34,2
919,fda50693-a4e2-4fb1-afcf-c6eb07647825,150,2
259,4165726f-6869-7665-4e65-74776f726b73,131,2
490,74278bda-b644-4520-8f0c-720eaf059935,150,2
914,fda50693-a4e2-4fb1-3344-ff767760cac6,846,2
503,74278bda-b644-4520-8f0c-720eaf059935,799,2
483,74278bda-b644-4520-8f0c-720eaf059935,134,2
512,74278bda-b644-4520-8f0c-720eaf059935,877,2
514,74278bda-b644-4520-8f0c-720eaf059935,892,2
175,2686f39c-bada-4658-854a-a62e7e5e8b8d,855,2
753,c9a877b7-30ba-5d47-aadf-31aa5078c24a,109,2
924,fdb3b09b-12e2-4442-be37-35a00a1d9a06,146,1
58,18a54793-5c75-49ae-af6d-3edda84dffc3,133,1
8,00009999-0000-1000-8000-00177a000002,107,1
917,fda50693-a4e2-4fb1-afcf-c6eb07647825,109,1
928,fe913213-b311-4a42-8c16-47faeac938db,124,1
912,fda50693-a4e2-4fb1-3344-df97a470ee50,109,1
3,00009999-0000-1000-8000-00177a000002,60,1
900,f9d79150-efc7-45ab-8738-f7054902ee2b,124,1
776,d77657c4-52a7-426f-b9d0-d71e10798c8a,108,1
757,d77657c4-52a7-426f-b9d0-d71e10798c8a,3,1
899,f87681b0-a7c6-11e9-b475-0800200c9a66,122,1
771,d77657c4-52a7-426f-b9d0-d71e10798c8a,62,1
901,faaf3ed6-6d65-a7a2-5f13-3024d059405d,73,1
774,d77657c4-52a7-426f-b9d0-d71e10798c8a,79,1
923,fdb3b09b-12e2-4442-be37-35a00a1d9a06,133,1
922,fdb3b09b-12e2-4442-be37-35a00a1d9a06,131,1
5,00009999-0000-1000-8000-00177a000002,101,1
763,d77657c4-52a7-426f-b9d0-d71e10798c8a,29,1
902,faaf3ed6-6d65-a7a2-5f13-3024d059405d,74,1
61,19aea2b5-f0a9-4e7a-9599-69f65845dd03,66,1
768,d77657c4-52a7-426f-b9d0-d71e10798c8a,58,1
12,00009999-0000-1000-8000-00177a000002,120,1
920,fda50693-a4e2-4fb1-afcf-c6eb07647825,855,1
60,18a54793-5c75-49ae-af6d-3edda84dffc3,773,1
876,ef090000-11d6-42ba-93b8-9dd7ec090aa9,797,1
56,18a54793-5c75-49ae-af6d-3edda84dffc3,124,1
841,e2c56db5-dffb-48d2-b060-d0f5a71096e0,83,1
854,e2c56db5-dffb-48d2-b060-d0f5a71096e0,749,1
28,01059016-c1e6-3da5-7b81-eb84d9860645,34,1
29,010e5daf-960b-43da-b605-89d5f040b217,147,1
806,d8135e1e-e71c-4e14-97a6-3501a36954d7,133,1
44,0f73d453-7524-4862-a864-3420875dba4b,53,1
848,e2c56db5-dffb-48d2-b060-d0f5a71096e0,134,1
41,0adb26f9-0f6f-52e3-c28e-e993430def6c,1096,1
31,048ec0bc-7d57-4d14-90f0-4f427e8eea36,120,1
32,06649f1a-51ec-40c2-bae0-d1c063eae3bb,13,1
37,06649f1a-51ec-40c2-bae0-d1c063eae3bb,956,1
839,e2c56db5-dffb-48d2-b060-d0f5a71096e0,72,1
55,18a54793-5c75-49ae-af6d-3edda84dffc3,120,1
838,e2c56db5-dffb-48d2-b060-d0f5a71096e0,66,1
816,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,122,1
34,06649f1a-51ec-40c2-bae0-d1c063eae3bb,141,1
832,e2c56db5-dffb-48d2-b060-d0f5a71096e0,19,1
829,e20a39f4-73f5-4bc4-1864-17d1ad07a962,145,1
818,df5558f8-0c2e-46e6-9da9-4c82824ceda1,34,1
826,e20a39f4-73f5-4bc4-1864-17d1ad07a962,122,1
825,e20a39f4-73f5-4bc4-1864-17d1ad07a962,32,1
824,e1f54e02-1e23-44e0-9c3d-512eb56adec9,120,1
823,e1717541-3116-b5a5-8f5c-458db726c2b7,969,1
47,0f73d453-7524-4862-a864-3420875dba4b,847,1
800,d77657c4-52a7-426f-b9d0-d71e10798c8a,853,1
855,e2c56db5-dffb-48d2-b060-d0f5a71096e0,758,1
795,d77657c4-52a7-426f-b9d0-d71e10798c8a,769,1
892,f7826da6-4fa2-4e98-8024-bc5b71e0893e,34,1
889,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,61,1
887,f34ebac4-7cd7-4027-878e-55f4e71d0309,122,1
53,18a54793-5c75-49ae-af6d-3edda84dffc3,55,1
886,f34ebac4-7cd7-4027-878e-55f4e71d0309,120,1
885,f34ebac4-7cd7-4027-878e-55f4e71d0309,61,1
882,f2356731-fbd4-4a10-8aa2-c89adf48a98d,954,1
881,f2356731-fbd4-4a10-8aa2-c89adf48a98d,13,1
879,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,120,1
785,d77657c4-52a7-426f-b9d0-d71e10798c8a,145,1
875,ec00025c-5101-142e-3505-1ea495693654,131,1
874,e8996658-ba30-9e10-ced8-daaeb21e1afd,19,1
50,14839ac4-7d7e-415c-9a42-167340cf2339,29,1
873,e688762b-df54-86c3-df1a-6801b80c1257,131,1
872,e60fdc20-9e42-11e9-b475-0800200c9a66,76,1
18,00009999-0000-1000-8000-00177a000002,147,1
868,e5a392d8-5351-4fb4-8bde-277773263d48,969,1
790,d77657c4-52a7-426f-b9d0-d71e10798c8a,154,1
792,d77657c4-52a7-426f-b9d0-d71e10798c8a,750,1
867,e5a392d8-5351-4fb4-8bde-277773263d48,773,1
860,e2c56db5-dffb-48d2-b060-d0f5a71096e0,998,1
278,4b993cd6-1f3a-466f-aac7-cd79c01b9a20,13,1
605,8a21c76b-74e3-4341-92be-33fcfdefdd63,874,1
752,c94749f5-0516-4b84-ab64-1d349ee9d79d,31,1
401,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,146,1
445,71b2f817-2875-4835-a94e-f9b6c31a5a24,141,1
442,71b2f817-2875-4835-a94e-f9b6c31a5a24,19,1
441,6f9c4e8b-9914-32d3-afa9-cc7a590bebd3,109,1
440,6d2c2ce8-677f-45fc-94d1-d958f23bebd0,79,1
438,6ca0c73c-f8ec-4687-9112-41dcb6f28879,1145,1
434,6ca0c73c-f8ec-4687-9112-41dcb6f28879,134,1
432,6ca0c73c-f8ec-4687-9112-41dcb6f28879,78,1
431,6ca0c73c-f8ec-4687-9112-41dcb6f28879,74,1
430,6ca0c73c-f8ec-4687-9112-41dcb6f28879,55,1
429,6ca0c73c-f8ec-4687-9112-41dcb6f28879,51,1
418,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,131,1
414,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,31,1
410,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,13,1
408,692d074b-7b14-3a63-42f1-9ed4bedd5b20,34,1
407,6563be34-ef11-12ab-87c9-110409b7a870,147,1
406,6563be34-ef11-12ab-87c9-110409b7a870,124,1
405,6563be34-ef11-12ab-87c9-110409b7a870,31,1
404,655f83ca-ae16-a10a-702e-31f30d58dd82,120,1
403,655f83ca-ae16-a10a-702e-31f30d58dd82,32,1
446,71b2f817-2875-4835-a94e-f9b6c31a5a24,797,1
448,71b2f817-2875-4835-a94e-f9b6c31a5a24,969,1
449,71fb9eb2-5186-11ea-b1f4-bb928fefb7fd,109,1
486,74278bda-b644-4520-8f0c-720eaf059935,144,1
524,74278bda-b644-4520-8f0c-720eaf059935,1981,1
523,74278bda-b644-4520-8f0c-720eaf059935,1145,1
513,74278bda-b644-4520-8f0c-720eaf059935,881,1
501,74278bda-b644-4520-8f0c-720eaf059935,778,1
155,2686f39c-bada-4658-854a-a62e7e5e8b8d,154,1
491,74278bda-b644-4520-8f0c-720eaf059935,154,1
167,2686f39c-bada-4658-854a-a62e7e5e8b8d,778,1
168,2686f39c-bada-4658-854a-a62e7e5e8b8d,797,1
485,74278bda-b644-4520-8f0c-720eaf059935,143,1
194,2a28c8e5-b65f-44aa-9837-e02e5967b101,78,1
181,2686f39c-bada-4658-854a-a62e7e5e8b8d,956,1
182,2686f39c-bada-4658-854a-a62e7e5e8b8d,958,1
1,00009999-0000-1000-8000-00177a000002,19,1
462,74278bda-b644-4520-8f0c-720eaf059935,65,1
189,26cd69e1-dc80-4b7f-929a-166f523f1fea,122,1
191,2a28c8e5-b65f-44aa-9837-e02e5967b100,74,1
192,2a28c8e5-b65f-44aa-9837-e02e5967b100,78,1
193,2a28c8e5-b65f-44aa-9837-e02e5967b101,74,1
402,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,147,1
395,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,19,1
527,7905af11-2899-4115-ab1c-8db67c2176a8,51,1
393,5a1241f8-e9e6-b882-3f11-ff1e278a3e49,996,1
250,400225dd-3d15-4a4b-9db3-93c4b2d01eda,109,1
251,40a480af-a022-4050-95d6-51a700020000,34,1
252,4152554e-f99b-4a3b-86d0-947070693a78,29,1
320,50765cb7-d9ea-4e21-99a4-fa879613a492,134,1
255,4152554e-f99b-4a3b-86d0-947070693a78,122,1
257,4165726f-6869-7665-4e65-74776f726b73,61,1
312,50765cb7-d9ea-4e21-99a4-fa879613a492,117,1
307,50765cb7-d9ea-4e21-99a4-fa879613a492,101,1
306,50765cb7-d9ea-4e21-99a4-fa879613a492,79,1
303,50765cb7-d9ea-4e21-99a4-fa879613a492,76,1
300,50765cb7-d9ea-4e21-99a4-fa879613a492,66,1
265,458a7133-0000-4e37-a4a4-5d8492586977,133,1
267,494e5445-4c4c-495f-524f-434b535f4857,23,1
269,494e5445-4c4c-495f-524f-434b535f4857,109,1
270,494e5445-4c4c-495f-524f-434b535f4857,132,1
271,494e5445-4c4c-495f-524f-434b535f4857,133,1
287,5075f606-1e0e-11e7-93ae-92361f002671,122,1
282,504f4c45-5354-4152-0000-000000000000,101,1
281,4e5a3705-abc0-46ef-ba23-7ba0539f77ee,141,1
327,50765cb7-d9ea-4e21-99a4-fa879613a492,148,1
330,50765cb7-d9ea-4e21-99a4-fa879613a492,154,1
332,50765cb7-d9ea-4e21-99a4-fa879613a492,758,1
355,547eaf8f-ed01-4ac9-ba18-800e320ee03c,131,1
214,2a955cfd-667b-4ac8-9141-73b9c168da7e,121,1
381,5993a94c-7d97-4df7-9abf-e493bfd5d000,122,1
224,2ee009b5-0665-4584-8237-be05f0748e5d,122,1
226,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,51,1
227,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,120,1
364,56db0365-a001-4062-9e4d-499d3b8eccf3,60,1
363,56db0365-a001-4062-9e4d-499d3b8eccf3,29,1
357,547eaf8f-ed01-4ac9-ba18-800e320ee03c,146,1
354,50765cb7-d9ea-4e21-99a4-fa879613a492,1143,1
246,3cc8082f-5a54-4b3c-aeef-fa2c7fce975f,133,1
353,50765cb7-d9ea-4e21-99a4-fa879613a492,1127,1
352,50765cb7-d9ea-4e21-99a4-fa879613a492,1125,1
351,50765cb7-d9ea-4e21-99a4-fa879613a492,1092,1
231,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,846,1
240,3261b607-3a79-51cd-730d-9f7ff836e339,79,1
242,36855890-eb06-4852-89b3-d35064ddce45,13,1
245,3c4584f5-eb2c-a63c-1e57-000000000000,51,1
336,50765cb7-d9ea-4e21-99a4-fa879613a492,797,1
526,76d8ae26-3f03-2f99-c934-31f052c5fc80,769,1
528,7aa9f224-d71e-4758-8f60-aa013261b9ac,34,1
748,c75bcf5a-3f10-ee6e-8d95-4b7600020381,954,1
635,a05fd6bc-e856-e9e9-7e58-c9eb207d5213,34,1
68,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,29,1
69,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,31,1
693,b2e5fc49-d460-42b9-893c-27dbaff94308,122,1
690,b2e5fc49-d460-42b9-893c-27dbaff94307,122,1
689,b2e5fc49-d460-42b9-893c-27dbaff94307,109,1
684,b2e5fc49-d460-42b9-893c-27dbaff94306,107,1
680,b2e5fc49-d460-42b9-893c-27dbaff94304,345,1
677,b2e5fc49-d460-42b9-893c-27dbaff94304,101,1
671,b2e5fc49-d460-42b9-893c-27dbaff94303,61,1
667,b2e5fc49-d460-42b9-893c-27dbaff94301,133,1
663,b2e5fc49-d460-42b9-893c-27dbaff94300,109,1
660,b0e9abf6-8c64-423a-b8d5-6669de4f4bdb,55,1
658,ab287db0-112f-e62e-8e75-3e90bce4c55d,109,1
656,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,995,1
655,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,969,1
654,aa0c1a63-153f-4256-bc10-398508e2b590,871,1
644,a8ef77c2-05f4-4aed-c23e-fe1f24809c00,154,1
643,a8ef77c2-05f4-4aed-c23e-fe1f24809c00,147,1
641,a8d278e4-35b5-44ef-9cac-0f3fc511fe3e,23,1
